"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Remaining","Total Cost","Avg. Unit Cost","Sale Price","Margin"
"210000063556","815369014212","","","","Cadia Organic  Honey Raw 12 oz","8","$45.24","$5.66","$8.99","37.1%"
"210000063571","812603018135","","","","Tcho Chocolate Dark Duo 2.5 oz","8","$28.32","$3.54","$5.49","35.52%"
"210000063577","024182157086","","","","Eden Spicy Nori Strips","1","$5.29","$5.29","$8.19","35.41%"
"210000063590","860003300404","","","","all seed spicy flats GF 4.8oz ella's","1","$4.77","$4.77","$7.99","40.3%"
"210000063592","860011225850","","","","sweet minis GF 4oz ella's","10","$53.00","$5.30","$7.99","33.67%"
"210000063594","860011225812","","","","everything minis GF 4oz ella's","12","$63.60","$5.30","$7.99","33.67%"
"210000063600","860011225805","","","","sesame minis GF 4oz ella's","2","$10.60","$5.30","$7.99","33.67%"
"210000063602","851278001721","","","","Zellie's Gum Cherry Berry w/xylitol 100 pcs","12","$106.08","$8.84","$13.49","34.47%"
"210000063612","720379001759","","","","fig bar strawberry oat 5 pieces made in nature","1","$0.01","$0.01","$5.99","99.83%"
"210000063657","3291854102744","","","","lion's mane powder 4oz herb to body","5","$64.50","$12.90","$19.99","35.47%"
"210000063681","073416587809","","","","Lundberg  Chili Crisp Jasmine Rice","3","$8.85","$2.95","$4.59","35.73%"
"210000063687","860011175056","","","","Natural Catch  Wild Yellow Fin Tuna Filets","14","$58.52","$4.18","$6.49","35.59%"
"210000063689","860011175063","","","","Natural Catch  Wild Albacore Tuna Filets","7","$26.60","$3.80","$5.99","36.56%"
"210000063719","856053002887","","","","pecan maple bourbon 1.8 oz Q's nuts","13","$24.31","$1.87","$2.99","37.46%"
"210000063727","856053002351","","","","cashew rosemary sea salt 2.25 oz Q's nuts","17","$31.79","$1.87","$2.99","37.46%"
"210000063744","810165014626","","","","Yum Earth Antioxidant Pops Org","7","$28.84","$4.12","$6.49","36.52%"
"210000063774","042563008048","","","","coconut shreds 7oz woodstock","6","$13.98","$2.33","$3.99","41.6%"
"210000063782","700360006222","","","","lion's mane mushrooms dried sliced OG .65oz Mycological","4","$13.92","$3.48","$5.39","35.44%"
"210000063877","708953622040","","","","Lotus Foods Ramen Wide White Rice 4 Pack K","2","$9.52","$4.76","$7.49","36.45%"
"210000063893","","","","","cherries dark chocolate OG 4 oz Next","5","$21.20","$4.24","$6.59","35.66%"
"210000063918","837328001002","","","","Hakubaku  Udon Noodles Org","7","$23.31","$3.33","$4.99","33.27%"
"210000063920","042563019013","","","","Woodstock Org  Capers 3.5oz","10","$17.60","$1.76","$3.49","49.57%"
"210000063922","897988012831","","","","Heavenly Organics Cardamon Raw Honey 12oz. Org","8","$43.72","$5.47","$9.99","45.3%"
